id,text,tag
image7.jpg,hydroxide,I-ING
image7.jpg,gel,I-ING
image7.jpg,magnesium,B-ING
image7.jpg,hydroxide,I-ING
image7.jpg,kalbe,B-ORG
image7.jpg,simethicone,B-ING
image7.jpg,tabial,O
image7.jpg,uryan,O
image7.jpg,tbk,O
image7.jpg,farma,I-ORG
image7.jpg,pt,O
image7.jpg,kalbe,B-ORG
image7.jpg,aeano,O
image7.jpg,dsccik,O
image7.jpg,bclasi,O
image7.jpg,oouusta,O
image8.jpg,etcone,O
image8.jpg,tablet,B-TYPE
image8.jpg,tunyan,O
image8.jpg,dblastiozatn,O
image8.jpg,no,O
image8.jpg,pt,O
image8.jpg,kalbe,B-ORG
image8.jpg,farma,I-ORG
image8.jpg,bekasi,O
image8.jpg,roh,O
image8.jpg,ndones,O
image8.jpg,l,O
image8.jpg,plantacid,B-NAME
image8.jpg,forte,I-NAME
image8.jpg,s,O
image8.jpg,dried,B-ING
image8.jpg,aluminium,I-ING
image8.jpg,hydroxide,I-ING
image8.jpg,gel,I-ING
image8.jpg,magnesium,B-ING
image8.jpg,hydroxide,I-ING
image8.jpg,simethicone,B-ING
image8.jpg,kalbe,B-ORG
image8.jpg,cabler,O
image8.jpg,eced,O
image8.jpg,prkalbe,O
image8.jpg,farma,I-ORG
image8.jpg,tok,O
image8.jpg,indonesia,O
image8.jpg,benas,O
image8.jpg,no,O
image8.jpg,del,O
image8.jpg,851162,O
image8.jpg,feg,O
image8.jpg,sasaet,O
image8.jpg,plantacid,B-NAME
image8.jpg,forte,I-NAME
image8.jpg,dried,B-ING
image8.jpg,aluminium,I-ING
image8.jpg,hydroxide,I-ING
image8.jpg,gel,I-ING
image8.jpg,magnesium,B-ING
image8.jpg,hydroxide,I-ING
image8.jpg,kalbe,B-ORG
image8.jpg,simethicone,B-ING
image8.jpg,tablet,B-TYPE
image8.jpg,uryan,O
image8.jpg,kalbe,B-ORG
image8.jpg,pt,O
image8.jpg,farma,I-ORG
image8.jpg,tbl,O
image8.jpg,8511621,O
image8.jpg,no,O
image8.jpg,sl,O
image8.jpg,483a1,O
image8.jpg,reg,O
image8.jpg,bekasi,O
image8.jpg,indonesla,O
image8.jpg,plantacid,B-NAME
image8.jpg,forte,I-NAME
image8.jpg,dried,B-ING
image8.jpg,aluminium,I-ING
image8.jpg,hydroxide,I-ING
image8.jpg,gel,I-ING
image8.jpg,magnesium,B-ING
image8.jpg,hydroxide,I-ING
image8.jpg,kalbe,B-ORG
image8.jpg,simethicone,B-ING
image8.jpg,laliet,O
image8.jpg,kuya,O
image8.jpg,kalbe,B-ORG
image8.jpg,farma,I-ORG
image8.jpg,tbk,O
image8.jpg,tt,O
image8.jpg,del8511621,O
image8.jpg,inde,O
image8.jpg,esia,O
image8.jpg,no,O
image8.jpg,aojat,O
image8.jpg,reg,O
image8.jpg,bekasi,O
image8.jpg,forte,I-NAME
image8.jpg,plantacid,B-NAME
image8.jpg,hydroxide,I-ING
image8.jpg,dried,B-ING
image8.jpg,aluminium,I-ING
image8.jpg,gel,I-ING
image8.jpg,hydroxide,I-ING
image8.jpg,magnesium,B-ING
image8.jpg,kalbe,B-ORG
image8.jpg,simethicone,B-ING
image8.jpg,kunyan,O
image8.jpg,ublet,O
image8.jpg,farma,I-ORG
image8.jpg,tbl,O
image8.jpg,kalbe,B-ORG
image8.jpg,pt,O
image8.jpg,indonesia,O
image8.jpg,bek,O
image8.jpg,asi,O
image8.jpg,46341,O
image8.jpg,8511621,O
image8.jpg,dbl,O
image8.jpg,no,O
image8.jpg,beg,O
image8.jpg,forte,I-NAME
image8.jpg,plantacid,B-NAME
image8.jpg,hydroxide,I-ING
image8.jpg,gel,I-ING
image8.jpg,aluminium,I-ING
image8.jpg,dried,B-ING
image8.jpg,hydroxide,I-ING
image8.jpg,magnesium,B-ING
image8.jpg,kalbe,B-ORG
image8.jpg,simethi,O
image8.jpg,sone,O
image9.jpg,ee,O
image9.jpg,taetaig,O
image9.jpg,oe,O
image9.jpg,bees,O
image9.jpg,en,O
image9.jpg,plantacid,B-NAME
image9.jpg,forte,I-NAME
image9.jpg,aluminium,I-ING
image9.jpg,dried,B-ING
image9.jpg,hydroxide,I-ING
image9.jpg,gel,I-ING
image9.jpg,magnesium,B-ING
image9.jpg,hydroxide,I-ING
image9.jpg,kalbe,B-ORG
image9.jpg,simethicone,B-ING
image9.jpg,wuyon,O
image9.jpg,laten,O
image9.jpg,pekabraate,O
image9.jpg,lea,O
image9.jpg,dnlnsses,O
image9.jpg,ro,O
image9.jpg,soun,O
image9.jpg,ta,O
image9.jpg,plantacid,B-NAME
image9.jpg,forte,I-NAME
image9.jpg,dried,B-ING
image9.jpg,aluminium,I-ING
image9.jpg,hydroxide,I-ING
image9.jpg,gel,I-ING
image9.jpg,magnesium,B-ING
image9.jpg,hydroxide,I-ING
image9.jpg,kalbe,B-ORG
image9.jpg,simethicone,B-ING
image9.jpg,d,O
image9.jpg,eus,O
image9.jpg,ps,O
image9.jpg,salee,O
image9.jpg,clans,O
image9.jpg,ooro,O
image9.jpg,ceeses,O
image9.jpg,plantacid,B-NAME
image9.jpg,forte,I-NAME
image9.jpg,diedtaumnium,O
image9.jpg,hydroxide,I-ING
image9.jpg,gl,O
image9.jpg,ckralbe,O
image9.jpg,magnesium,B-ING
image9.jpg,nydroude,O
image9.jpg,simethicone,B-ING
image9.jpg,tls,O
image9.jpg,plantacid,B-NAME
image9.jpg,forte,I-NAME
image9.jpg,aluminium,I-ING
image9.jpg,hyoroude,O
image9.jpg,dried,B-ING
image9.jpg,gel,I-ING
image9.jpg,hydroxide,I-ING
image9.jpg,magnesium,B-ING
image9.jpg,simethy,O
image9.jpg,cone,O
image9.jpg,kalbe,B-ORG
image9.jpg,to,O
image9.jpg,ton,O
image9.jpg,leicl,O
image9.jpg,py,O
image9.jpg,calee,O
image9.jpg,fanna,O
image9.jpg,tol,O
image9.jpg,gea,O
image9.jpg,sonas,O
image9.jpg,delesheaal,O
image9.jpg,o,O
image9.jpg,plantacid,B-NAME
image9.jpg,forte,I-NAME
image9.jpg,dried,B-ING
image9.jpg,hydroxide,I-ING
image9.jpg,aluminium,I-ING
image9.jpg,gel,I-ING
image9.jpg,magnesium,B-ING
image9.jpg,ydroxides,O
image9.jpg,,O
image9.jpg,kai,O
image9.jpg,lbe,O
image9.jpg,simethicone,B-ING
image9.jpg,psi,O
image9.jpg,relbefa,O
image9.jpg,s,O
image9.jpg,da,O
image9.jpg,reg,O
image9.jpg,oblestct,O
image9.jpg,ncoree,O
image10.jpg,ptkalbe,O
image10.jpg,farma,I-ORG
image10.jpg,toe,O
image10.jpg,bekasi,O
image10.jpg,indonesia,O
image10.jpg,no,O
image10.jpg,dbl,O
image10.jpg,b511621,O
image10.jpg,simerel,O
image10.jpg,reg,O
image10.jpg,cone,O
image10.jpg,463a1,O
image10.jpg,tablet,B-TYPE
image10.jpg,kunyah,O
image10.jpg,plantacid,B-NAME
image10.jpg,forte,I-NAME
image10.jpg,kalbe,B-ORG
image10.jpg,farma,I-ORG
image10.jpg,tbk,O
image10.jpg,indonesia,O
image10.jpg,dried,B-ING
image10.jpg,aluminium,I-ING
image10.jpg,hydroxide,I-ING
image10.jpg,bekss,O
image10.jpg,gel,I-ING
image10.jpg,magnesium,B-ING
image10.jpg,hydroxide,I-ING
image10.jpg,plan,O
image10.jpg,kalbe,B-ORG
image10.jpg,simethicone,B-ING
image10.jpg,dried,B-ING
image10.jpg,a,O
image10.jpg,tablet,B-TYPE
image10.jpg,caibe,O
image10.jpg,kanyat,O
image10.jpg,magnes,O
image10.jpg,stmethic,O
image10.jpg,pt,O
image10.jpg,kalbe,B-ORG
image10.jpg,farma,I-ORG
image10.jpg,tbk,O
image10.jpg,reg,O
image10.jpg,no,O
image10.jpg,dbl851621,O
image10.jpg,4631,O
image10.jpg,labletk,O
image10.jpg,bekasi,O
image10.jpg,indonesia,O
image10.jpg,plantacid,B-NAME
image10.jpg,forte,I-NAME
image10.jpg,reg,O
image10.jpg,no,O
image10.jpg,dbla5162167a1,O
image10.jpg,dried,B-ING
image10.jpg,plantacid,B-NAME
image10.jpg,aluminium,I-ING
image10.jpg,hydroxide,I-ING
image10.jpg,gel,I-ING
image10.jpg,fot,O
image10.jpg,magnesium,B-ING
image10.jpg,hydroxide,I-ING
image10.jpg,dried,B-ING
image10.jpg,aluminium,I-ING
image10.jpg,hydroxide,I-ING
image10.jpg,simethicone,B-ING
image10.jpg,be,O
image10.jpg,magnesium,B-ING
image10.jpg,kal,O
image10.jpg,hydroxide,I-ING
image10.jpg,simethicone,B-ING
image10.jpg,e,O
image10.jpg,tablet,B-TYPE
image10.jpg,kunyah,O
image10.jpg,bigatinnn,O
image10.jpg,fitaee,O
image10.jpg,sve,O
image10.jpg,tok,O
image10.jpg,pt,O
image10.jpg,berasi,O
image10.jpg,indonesia,O
image10.jpg,kalbe,B-ORG
image10.jpg,no,O
image10.jpg,dblette,O
image10.jpg,soaae,O
image10.jpg,farma,I-ORG
image10.jpg,tbk,O
image10.jpg,cerasl,O
image10.jpg,indonesla,O
image10.jpg,plantacid,B-NAME
image10.jpg,forte,I-NAME
image10.jpg,plan,O
image10.jpg,aluminium,I-ING
image10.jpg,dried,B-ING
image10.jpg,hydroxide,I-ING
image10.jpg,gel,I-ING
image10.jpg,dried,B-ING
image10.jpg,aut,O
image10.jpg,lm,O
image10.jpg,maguite,O
image10.jpg,hydroxide,I-ING
image10.jpg,magnesium,B-ING
image10.jpg,kalbe,B-ORG
image10.jpg,simethicone,B-ING
image10.jpg,tablet,B-TYPE
image10.jpg,vah,O
image10.jpg,5,O
image11.jpg,alae,O
image11.jpg,eess,O
image11.jpg,dulestses,O
image11.jpg,no,O
image11.jpg,reg,O
image11.jpg,forte,I-NAME
image11.jpg,plantacid,B-NAME
image11.jpg,gel,I-ING
image11.jpg,hydroxide,I-ING
image11.jpg,aluminium,I-ING
image11.jpg,hydroxide,I-ING
image11.jpg,kalise,O
image11.jpg,sium,O
image11.jpg,icone,O
image11.jpg,kunyah,O
image11.jpg,det,O
image11.jpg,dbl8116161at,O
image11.jpg,tbk,O
image11.jpg,farma,I-ORG
image11.jpg,be,O
image11.jpg,no,O
image11.jpg,cal,O
image11.jpg,reogs,O
image11.jpg,pe,O
image11.jpg,indonesla,O
image11.jpg,bokasi,O
image11.jpg,forte,I-NAME
image11.jpg,plantacid,B-NAME
image11.jpg,gel,I-ING
image11.jpg,hydroxide,I-ING
image11.jpg,aluminium,I-ING
image11.jpg,dried,B-ING
image11.jpg,hydroxide,I-ING
image11.jpg,magnesium,B-ING
image11.jpg,kalbe,B-ORG
image11.jpg,simethicone,B-ING
image11.jpg,kumyah,O
image11.jpg,tablet,B-TYPE
image11.jpg,ibks,O
image11.jpg,farles,O
image11.jpg,kalbe,B-ORG
image11.jpg,pt,O
image11.jpg,indonesia,O
image11.jpg,bekasi,O
image11.jpg,dblbs162163a1,O
image11.jpg,no,O
image11.jpg,reg,O
image11.jpg,forten,I-NAME
image11.jpg,plantacid,B-NAME
image11.jpg,gel,I-ING
image11.jpg,hydroxide,I-ING
image11.jpg,aluminium,I-ING
image11.jpg,dried,B-ING
image11.jpg,hydroxide,I-ING
image11.jpg,kalbe,B-ORG
image11.jpg,magnesium,B-ING
image11.jpg,simethicone,B-ING
image11.jpg,kunyah,O
image11.jpg,tablet,B-TYPE
image11.jpg,sasa,O
image11.jpg,rea,O
image11.jpg,tbk,O
image11.jpg,nee,O
image11.jpg,pira,O
image11.jpg,farma,I-ORG
image11.jpg,be,O
image11.jpg,nonecle,O
image11.jpg,forte,I-NAME
image11.jpg,bokas,O
image11.jpg,plantacid,B-NAME
image12.jpg,aunyan,O
image12.jpg,taoot,O
image12.jpg,faria,O
image12.jpg,tol,O
image12.jpg,ralne,O
image12.jpg,py,O
image12.jpg,oswigan,O
image12.jpg,ansan,O
image12.jpg,det,O
image12.jpg,no,O
image12.jpg,reg,O
image12.jpg,oneoncele,O
image12.jpg,boun,O
image12.jpg,forte,I-NAME
image12.jpg,plantacid,B-NAME
image12.jpg,hydroxide,I-ING
image12.jpg,gel,I-ING
image12.jpg,aluminium,I-ING
image12.jpg,dried,B-ING
image12.jpg,hydroxide,I-ING
image12.jpg,magnesium,B-ING
image12.jpg,kalbe,B-ORG
image12.jpg,simethicone,B-ING
image12.jpg,tablet,B-TYPE
image12.jpg,cunyah,O
image12.jpg,tal,O
image12.jpg,farma,I-ORG
image12.jpg,salae,O
image12.jpg,et,O
image12.jpg,bolasi,O
image12.jpg,indonosla,O
image12.jpg,dblssiszees,O
image12.jpg,fo,O
image12.jpg,feg,O
image12.jpg,forte,I-NAME
image12.jpg,plantacid,B-NAME
image12.jpg,gel,I-ING
image12.jpg,hydroxide,I-ING
image12.jpg,aluminium,I-ING
image12.jpg,dried,B-ING
image12.jpg,hydroxide,I-ING
image12.jpg,magnesium,B-ING
image12.jpg,kalbe,B-ORG
image12.jpg,simethicone,B-ING
image12.jpg,aunyan,O
image12.jpg,fasees,O
image12.jpg,tos,O
image12.jpg,fcaee,O
image12.jpg,nisa,O
image12.jpg,delntoa,O
image12.jpg,sus,O
image12.jpg,no,O
image12.jpg,saaet,O
image12.jpg,sases,O
image12.jpg,forte,I-NAME
image12.jpg,plantacid,B-NAME
image12.jpg,gel,I-ING
image12.jpg,hydroxide,I-ING
image12.jpg,aluminium,I-ING
image12.jpg,dried,B-ING
image12.jpg,hydroxide,I-ING
image12.jpg,magnesium,B-ING
image12.jpg,kalbe,B-ORG
image12.jpg,simethicone,B-ING
image12.jpg,tablet,B-TYPE
image12.jpg,ttn,O
image13.jpg,kalbe,B-ORG
image13.jpg,simethicone,B-ING
image13.jpg,kalbe,B-ORG
image13.jpg,farma,I-ORG
image13.jpg,td,O
image13.jpg,osi,O
image13.jpg,ozco,O
image13.jpg,dol,O
image13.jpg,indoncslo,O
image13.jpg,cdo,O
image13.jpg,rco,O
image13.jpg,ns,O
image13.jpg,d,O
image13.jpg,forte,I-NAME
image13.jpg,plantacid,B-NAME
image13.jpg,hydroxide,I-ING
image13.jpg,gel,I-ING
image13.jpg,dried,B-ING
image13.jpg,magnesium,B-ING
image13.jpg,dried,B-ING
image13.jpg,hydi,O
image13.jpg,kalbe,B-ORG
image13.jpg,simethicone,B-ING
image13.jpg,lotlal,O
image13.jpg,uyon,O
image13.jpg,kalbe,B-ORG
image13.jpg,farma,I-ORG
image13.jpg,pr,O
image13.jpg,toe,O
image13.jpg,behos,O
image13.jpg,indorcole,O
image13.jpg,delssigz,O
image13.jpg,daiat,O
image13.jpg,so,O
image13.jpg,plantacid,B-NAME
image13.jpg,forte,I-NAME
image13.jpg,gel,I-ING
image13.jpg,dried,B-ING
image13.jpg,aluminium,I-ING
image13.jpg,hydroxide,I-ING
image13.jpg,hydroxide,I-ING
image13.jpg,sium,O
image13.jpg,magn,O
image13.jpg,kalbe,B-ORG
image13.jpg,simethicone,B-ING
image13.jpg,s,O
image13.jpg,s,O
image13.jpg,faan,O
image13.jpg,s,O
image13.jpg,joa,O
image13.jpg,lee,O
image13.jpg,cy,O
image13.jpg,dalasniszasl,O
image13.jpg,no,O
image13.jpg,aga,O
image13.jpg,indonesia,O
image13.jpg,saass,O
image13.jpg,forte,I-NAME
image13.jpg,plantacid,B-NAME
image13.jpg,gel,I-ING
image13.jpg,hydroxide,I-ING
image13.jpg,aluminium,I-ING
image13.jpg,dried,B-ING
image13.jpg,hydroxide,I-ING
image13.jpg,magnesium,B-ING
image13.jpg,kalbe,B-ORG
image13.jpg,simethicone,B-ING
image13.jpg,faruatet,O
image13.jpg,kalbe,B-ORG
image13.jpg,pu,O
image13.jpg,indonctin,O
image13.jpg,bcasi,O
image13.jpg,dblesiczicia,O
image13.jpg,no,O
image13.jpg,asg,O
image13.jpg,forte,I-NAME
image13.jpg,plantacid,B-NAME
image13.jpg,waluminiumhydeeone,O
image14.jpg,planitacoroite,O
image14.jpg,dried,B-ING
image14.jpg,hydroxide,I-ING
image14.jpg,aluminium,I-ING
image14.jpg,gel,I-ING
image14.jpg,mad,O
image14.jpg,hydroxide,I-ING
image14.jpg,esium,O
image14.jpg,kalbe,B-ORG
image14.jpg,sim,O
image14.jpg,hicone,O
image14.jpg,tablet,B-TYPE
image14.jpg,kaiyan,O
image14.jpg,pikalbe,O
image14.jpg,farma,I-ORG
image14.jpg,roe,O
image14.jpg,na,O
image14.jpg,dblost,O
image14.jpg,1021,O
image14.jpg,gust,O
image14.jpg,lokosl,O
image14.jpg,indanecla,O
image14.jpg,forte,I-NAME
image14.jpg,plantacid,B-NAME
image14.jpg,dried,B-ING
image14.jpg,aluminium,I-ING
image14.jpg,hydroxide,I-ING
image14.jpg,gel,I-ING
image14.jpg,magnesium,B-ING
image14.jpg,hydroxide,I-ING
image14.jpg,simethicone,B-ING
image14.jpg,ka,O
image14.jpg,saliet,O
image14.jpg,kunyah,O
image14.jpg,pt,O
image14.jpg,kalbe,B-ORG
image14.jpg,farma,I-ORG
image14.jpg,tbl,O
image14.jpg,bolkoe,O
image14.jpg,indonesia,O
image14.jpg,reg,O
image14.jpg,no,O
image14.jpg,d618511621,O
image14.jpg,plantacid,B-NAME
image14.jpg,forte,I-NAME
image14.jpg,dried,B-ORG
image14.jpg,magnesium,B-ING
image14.jpg,hydroxide,I-ING
image14.jpg,de,O
image14.jpg,kalbe,B-ORG
image14.jpg,hydroxide,I-ING
image14.jpg,sime,O
image14.jpg,nicona,O
image14.jpg,kunyah,O
image14.jpg,rco,O
image14.jpg,ptkalbe,O
image14.jpg,nos,O
image14.jpg,dblestie2n,O
image14.jpg,fa,O
image14.jpg,baltasly,O
image14.jpg,indo,O
image14.jpg,plantacid,B-NAME
image14.jpg,forte,I-NAME
image14.jpg,dried,B-ING
image14.jpg,aluminium,I-ING
image15.jpg,vornde,O
image15.jpg,alte,O
image15.jpg,bycroxd,O
image15.jpg,mage,O
image15.jpg,povsil,O
image15.jpg,dimethyl,B-ING
image15.jpg,dlane,O
image15.jpg,lk,O
image15.jpg,koles,O
image15.jpg,saeumr,O
image15.jpg,eu,O
image15.jpg,1osa,O
image15.jpg,bs,O
image15.jpg,l671,O
image15.jpg,dal,O
image15.jpg,ctg,O
image15.jpg,ro,O
image15.jpg,plantacid,B-NAME
image15.jpg,forte,I-NAME
image15.jpg,kalbe,B-ORG
image15.jpg,aluminium,I-ING
image15.jpg,hydroxide,I-ING
image15.jpg,magnesium,B-ING
image15.jpg,hydroxide,I-ING
image15.jpg,dimethyl,B-ING
image15.jpg,polysiloxane,I-ING
image15.jpg,d,O
image15.jpg,abtemunvan,O
image15.jpg,neeatsal,O
image15.jpg,to,O
image15.jpg,kalbe,B-ORG
image15.jpg,farma,I-ORG
image15.jpg,tog,O
image15.jpg,pt,O
image15.jpg,plantacid,B-NAME
image15.jpg,forte,I-NAME
image15.jpg,kalbe,B-ORG
image15.jpg,aluminium,I-ING
image15.jpg,hydroxide,I-ING
image15.jpg,magnesium,B-ING
image15.jpg,hydroxide,I-ING
image15.jpg,dimethyl,B-ING
image15.jpg,polysiloxane,I-ING
image15.jpg,tablet,B-TYPE
image15.jpg,kunyah,O
image16.jpg,plantacid,B-NAME
image16.jpg,forte,I-NAME
image16.jpg,dn,O
image16.jpg,hydh,O
image16.jpg,ka,O
image16.jpg,slum,O
image16.jpg,me,O
image16.jpg,icone,O
image16.jpg,sn,O
image16.jpg,cnrwal,O
image16.jpg,d,O
image16.jpg,dulosiczt,O
image16.jpg,farva,O
image16.jpg,ton,O
image16.jpg,so,O
image16.jpg,plantacid,B-NAME
image16.jpg,forte,I-NAME
image16.jpg,inc,O
image16.jpg,e,O
image16.jpg,sosa,O
image16.jpg,1021,O
image16.jpg,dblosi,O
image16.jpg,jo,O
image16.jpg,plantacid,B-NAME
image16.jpg,forte,I-NAME
image16.jpg,gel,I-ING
image16.jpg,nuoxie,O
image16.jpg,cunnrer,O
image16.jpg,dict,O
image16.jpg,roxide,O
image16.jpg,n,O
image16.jpg,magnesium,B-ING
image16.jpg,ce,O
image16.jpg,simethicone,B-ING
image16.jpg,arua,O
image16.jpg,tos,O
image16.jpg,dolast,O
image16.jpg,plantacid,B-NAME
image16.jpg,forte,I-NAME
image16.jpg,dried,B-ING
image16.jpg,aluminium,I-ING
image16.jpg,hydroxide,I-ING
image16.jpg,gel,I-ING
image16.jpg,rygrouide,O
image16.jpg,estm,O
image16.jpg,magu,O
image16.jpg,simethicone,B-ING
image16.jpg,kalbe,B-ORG
image16.jpg,farma,I-ORG
image16.jpg,ralue,O
image16.jpg,pu,O
image16.jpg,ladoncelt,O
image16.jpg,daln,O
image16.jpg,baloiez,O
image16.jpg,la,O
image16.jpg,s,O
image16.jpg,plantacid,B-NAME
image16.jpg,forte,I-NAME
image16.jpg,s,O
image16.jpg,dried,B-ING
image16.jpg,aluminium,I-ING
image16.jpg,hydroxide,I-ING
image16.jpg,gel,I-ING
image16.jpg,hydroxide,I-ING
image16.jpg,kalbe,B-ORG
image16.jpg,hagnetam,O
image16.jpg,simethicone,B-ING
image17.jpg,procold,B-NAME
image17.jpg,flu,I-NAME
image17.jpg,paracetamol,B-ING
image17.jpg,hcl,I-ING
image17.jpg,phenylephrine,B-ING
image17.jpg,chlorpheniramine,B-ING
image17.jpg,maleat,I-ING
image17.jpg,pe,O
image17.jpg,sakit,B-DES
image17.jpg,kepala,I-DES
image17.jpg,tersumbat,I-DES
image17.jpg,bersin,B-DES
image17.jpg,bersin,I-DES
image17.jpg,sonh,O
image18.jpg,procold,B-NAME
image18.jpg,flu,I-NAME
image18.jpg,paracetamol,B-ING
image18.jpg,ha,O
image18.jpg,phenylephrine,B-ING
image18.jpg,chlorpheniramine,B-ING
image18.jpg,maleat,I-ING
image18.jpg,demam,B-DES
image18.jpg,sakit,B-DES
image18.jpg,kepala,I-DES
image18.jpg,hidung,B-DES
image18.jpg,tersumbat,I-DES
image18.jpg,bersin,B-DES
image18.jpg,bersin,I-DES
image18.jpg,24,O
image19.jpg,paratusin,B-NAME
